NPRI Number	Facility Name	Company Name	Province	City	Address	Postal Code	Rural Address	NAICS Name	NAICS Data Link	2011 Hg Emissions (kg)	2011 Cr(VI) Emissions (kg)	NPRI Data Link 	NAICS2	NAICS3	NAICS4	Latitude	Longitude
0000000223	Peace River Pulp Division	Daishowa-Marubeni International Ltd-Peace River Pulp	Alberta	Md of Northern Lights	11/13/24-085-21-W5	T8S1V7	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	9.61	6.35	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000223&amp;amp;amp;opt_report_year=2011	32	322	3221	56.37720000	-117.17560000
0000000267	Genesee Thermal Generating Station	Capital Power Generation Services Inc.	Alberta	Warburg	50444 Highway 770	T0C2T0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	56.15	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000267&amp;amp;amp;opt_report_year=2011	22	221	2211	53.34400000	-114.30500000
0000000442	Cold Lake Heavy Oil Plants	Imperial Oil Resources	Alberta	Grande Centre		T0A1T0	0	Non-Conventional Oil Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114	7.32	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000442&amp;amp;amp;opt_report_year=2011	21	211	2111	54.59640000	-110.39500000
0000001033	Battle River Generating Station	Alberta Power (2000) Ltd.	Alberta	Forestburg	Box 498	T0B1N0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	48.06	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001033&amp;amp;amp;opt_report_year=2011	22	221	2211	52.56470000	-112.14140000
0000001036	Sheerness Generating Station	Alberta Power (2000) Ltd.	Alberta	Hanna	Box 1540	T0J1P0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	33.14	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001036&amp;amp;amp;opt_report_year=2011	22	221	2211	51.53170000	-111.78610000
0000001039	H.R.Milner Generating Station	Milner Power Limited Partnership By Its Gp Milner Power Inc.	Alberta	Grande Cache	40 Highway North	T0E0Y0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	3.30	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001039&amp;amp;amp;opt_report_year=2011	22	221	2211	54.00710000	-119.10400000
0000001042	Swan Hills Treatment Center	Sena Waste Services	Alberta	Swan Hills	10000 Chrystina Lake Road	T0G2C0	0	Waste Treatment & Disposal	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210	51.31	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001042&amp;amp;amp;opt_report_year=2011	56	562	5622	54.77500000	-115.21860000
0000001106	Altasteel	Altasteel Ltd.	Alberta	Edmonton	9401 34th Street	T6B2X6	0	Iron & Steel Mills & Ferro-Alloy Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110	11.35	17.30	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001106&amp;amp;amp;opt_report_year=2011	33	331	3311	53.52910000	-113.38750000
0000002230	Suncor Energy Inc. Oil Sands	Suncor Energy Oil Sands Limited Partnership	Alberta	Fort McMurray	Hwy 63n Highway	T9H3E3	0	Non-Conventional Oil Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114	36.57	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002230&amp;amp;amp;opt_report_year=2011	21	211	2111	57.00330000	-111.46610000
0000002274	Mildred Lake Plant Site	Syncrude Canada Ltd.	Alberta	Fort McMurray	Mildred Lake	T9H3L1	0	Non-Conventional Oil Extraction	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114	14.89	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002274&amp;amp;amp;opt_report_year=2011	21	211	2111	57.04050000	-111.61920000
0000002284	Sundance Thermal Electric Power Generating Plant	TransAlta Generation Partnership	Alberta	Duffield	Site 4, Box 1, RR1	T0E0N1	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	56.23	240.63	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002284&amp;amp;amp;opt_report_year=2011	22	221	2211	53.50850000	-114.55710000
0000002286	Keephills Thermal Electric Power Generating Plant	TransAlta Generation Partnership	Alberta	Duffield	Site 3, Box 1, RR1	T0E0N0	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	18.95	161.25	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002286&amp;amp;amp;opt_report_year=2011	22	221	2211	53.44870000	-114.44910000
0000002991	Hinton Pulp	West Fraser Mills Ltd.	Alberta	Hinton	760 Switzer Drive	T7V1V7	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	0.94	7.38	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002991&amp;amp;amp;opt_report_year=2011	32	322	3221	53.41330000	-117.57060000
0000003707	Strathcona Refinery	Imperial Oil	Alberta	Edmonton	Highway 16a & 34 Street	T6P1X7	0	Petroleum Refineries	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110	5.40	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000003707&amp;amp;amp;opt_report_year=2011	32	324	3241	53.54170000	-113.39170000
0000005243	Edmonton Plant	Lehigh Hanson Materials Ltd.	Alberta	Edmonton	12640 Inland Way	T5V1K2	0	Cement Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310	32.43	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005243&amp;amp;amp;opt_report_year=2011	32	327	3273	53.58160000	-113.59910000
0000005291	Exshaw Cement Plant	Lafarge Canada Inc.	Alberta	Exshaw	1a Highway	T0L2C0	0	Cement Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310	19.71	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005291&amp;amp;amp;opt_report_year=2011	32	327	3273	51.05890000	-115.17450000
0000005362	Wainwright Regional Waste to Energy Facility	Wainwright Regional Waste to Energy Authority	Alberta	Wainwright	1201 4th Street South	T9W1S9	0	Steam & Air-Conditioning Supply	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221330	0.16	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005362&amp;amp;amp;opt_report_year=2011	22	221	2213	52.82750000	-110.85960000
0000006826	Exshaw Plant	Graymont Western Canada Inc.	Alberta	Exshaw	1a Highway	T0L2C0	0	Lime Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410	0.90	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000006826&amp;amp;amp;opt_report_year=2011	32	327	3274	51.06820000	-115.13640000
0000000362	Metro Vancouver Waste-To-Energy Facility	Greater Vancouver Sewerage and Drainage District	British Columbia	Burnaby	5150 Riverbend Drive	V3N4V3	0	Waste Treatment & Disposal	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210	2.40	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000362&amp;amp;amp;opt_report_year=2011	56	562	5622	49.18660000	-122.97850000
0000000672	Zellstoff Celgar Limited Partnership	Zellstoff Celgar Limited Partnership	British Columbia	Castlegar	1921 Arrow Lakes Drive	V1N3H9	0	Forest Nurseries & Gathering Forest Products	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=113210	1.10	8.70	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000672&amp;amp;amp;opt_report_year=2011	11	113	1132	49.33570000	-117.72800000
0000000702	Richmond Cement Plant	Lafarge Canada Inc.	British Columbia	Richmond	7611 No 9 Road	V6W1H4	0	Cement Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310	25.05	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000702&amp;amp;amp;opt_report_year=2011	32	327	3273	49.15910000	-123.00320000
0000000732	Metalex Products - Richmond	Metalex Products Ltd.	British Columbia	Richmond	2511 No. 5 Road	V6X2S8	0	All Other Miscellaneous Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=339990	0.01	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000732&amp;amp;amp;opt_report_year=2011	33	339	3399	49.19410000	-123.09200000
0000001266	Crofton Division	Catalyst Paper Corporation	British Columbia	Crofton	0 - 8541 Hay Road	V0R1R0	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	1.95	8.48	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001266&amp;amp;amp;opt_report_year=2011	32	322	3221	48.87500000	-123.64500000
0000001419	Howe Sound Pulp and Paper Mill	Howe Sound Pulp & Paper Corporation	British Columbia	Port Mellon	3838 Port Mellon Highway	V0N2S0	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	5.48	12.05	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001419&amp;amp;amp;opt_report_year=2011	32	322	3221	49.52370000	-123.48370000
0000001593	Port Alberni Division	Catalyst Paper Corporation	British Columbia	Port Alberni	0 - 4000 Stamp Avenue	V9Y5J7	0	Newsprint Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322122	0.67	0.05	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001593&amp;amp;amp;opt_report_year=2011	32	322	3221	49.24780000	-124.81100000
0000001797	Northwood Pulp Mill	Canfor Pulp Limited Partnership	British Columbia	Prince George	5353 Northwood Pulp Mill Road	V2L4W2	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	3.05	16.94	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001797&amp;amp;amp;opt_report_year=2011	32	322	3221	53.97790000	-122.69500000
0000002377	Neucel Specialty Cellulose (Sfo)	Neucel Specialty Cellulose	British Columbia	Port Alice	300 Marine Drive	V0N2N0	0	Paper (except Newsprint) Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322121	6.80	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002377&amp;amp;amp;opt_report_year=2011	32	322	3221	50.43250000	-127.49100000
0000002776	Burnaby Refinery	Chevron Canada Limited	British Columbia	Burnaby	355 North Willingdon Avenue	V5C1X4	0	Petroleum Refineries	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110	0.16	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002776&amp;amp;amp;opt_report_year=2011	32	324	3241	49.28960000	-122.99360000
0000002924	Kamloops Mill (Sfo)	Domtar Inc.	British Columbia	Kamloops	2005 Mission Flats Road	V2C1A9	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	2.80	25.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002924&amp;amp;amp;opt_report_year=2011	32	322	3221	50.68610000	-120.40370000
0000003802	Trail Operations	Teck Metals Ltd.	British Columbia	Trail	25 Aldridge Avenue	V1R 4L8	0	Non-Ferrous (except Al) Smelting & Refining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331410	69.28	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000003802&amp;amp;amp;opt_report_year=2011	33	331	3314	49.09990000	-117.71780000
0000005111	Delta Processing Facility	Newalta Corporation	British Columbia	Delta	9 - 7483 Progress Way	V4G1E7	0	Waste Treatment & Disposal	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210	0.43	0.91	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005111&amp;amp;amp;opt_report_year=2011	56	562	5622	49.13530000	-123.01690000
0000005126	Roxul - Grand Forks	Roxul Inc.	British Columbia	Grand Forks	6526 Industrial Park Way	V0H1H0	0	All Other Non-Metallic Mineral Product Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327990	0.01	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005126&amp;amp;amp;opt_report_year=2011	32	327	3279	49.02530000	-118.42890000
0000005153	Kamloops Plant	Lafarge Canada Inc.	British Columbia	Kamloops	9750 Shuswap Road	V2H1T4	0	Cement Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310	19.05	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005153&amp;amp;amp;opt_report_year=2011	32	327	3273	50.66290000	-120.06570000
0000005190	Delta Plant	Lehigh Hanson Materials Ltd.	British Columbia	Delta	7777 Ross Road	V4G1B8	0	Cement Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310	49.76	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005190&amp;amp;amp;opt_report_year=2011	32	327	3273	49.14360000	-123.02300000
0000006688	Williams Lake Power Plant	Atlantic Power (Williams Lake) Limited Partnership	British Columbia	Williams Lake	4455 MacKenzie Avenue North	V2G5E8	0	Other Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119	17.70	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000006688&amp;amp;amp;opt_report_year=2011	22	221	2211	52.16080000	-122.17240000
0000020116	Wolverine Group- Perry Creek Mine	Western Coal Corp	British Columbia	Tumbler Ridge	Wolverine Forest Service Road	V0C2W0	0	Bituminous Coal Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114	0.01	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000020116&amp;amp;amp;opt_report_year=2011	21	212	2121	55.10330000	-121.35390000
0000025434	New Afton Mine	New Gold	British Columbia	Kamloops	4050 Trans Canada Highway West	V1S 2A9	0	Gold & Silver Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212220	0.99	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000025434&amp;amp;amp;opt_report_year=2011	21	212	2122	50.66082000	-120.51242400
0000001473	Thompson Operations	Vale Canada Limited	Manitoba	Thompson	1 Inco Road	R8N1P3	0	Nickel-Copper Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212232	0.01	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001473&amp;amp;amp;opt_report_year=2011	21	212	2122	55.71380000	-97.85610000
0000001651	Gerdau Ameristeel Corporation, Manitoba Mill		Manitoba	Selkirk	27 Main Street	R1A1P6	0	Iron & Steel Mills & Ferro-Alloy Mfg.	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331110	21.37	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001651&amp;amp;amp;opt_report_year=2011	33	331	3311	50.13020000	-96.90130000
0000000054	Brunswick Mine	Xstrata Canada Corporation	New Brunswick	Bathurst	Highway 430 Highway West	E8G2M1	0	Lead-Zinc Ore Mining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212231	0.16	0.35	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000000054&amp;amp;amp;opt_report_year=2011	21	212	2122	47.47170000	-65.88970000
0000001221	Edmundston Pulp Mill	Twin Rivers Paper Company Inc.	New Brunswick	Edmundston	27 Rice Street	E3V1S9	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	3.53	2.10	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001221&amp;amp;amp;opt_report_year=2011	32	322	3221	47.37490000	-68.33330000
0000001698	Belledune Generating Station	NB Power Generation Corporation	New Brunswick	Belledune	1558 Main Street	E8G2M3	0	Fossil-Fuel Electric Power Generation	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112	18.40	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000001698&amp;amp;amp;opt_report_year=2011	22	221	2211	47.90580000	-65.86700000
0000002181	Av Nackawic	AV Nackawic Inc.	New Brunswick	Nackawic	103 Pinder Road	E6G1W4	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	2.40	2.70	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000002181&amp;amp;amp;opt_report_year=2011	32	322	3221	46.01110000	-67.22650000
0000004024	Brunswick Smelter	Xstrata Canada Corporation - Duplicate	New Brunswick	Belledune	692 Main Street	E8G2M1	0	Non-Ferrous (except Al) Smelting & Refining	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331410	72.81	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000004024&amp;amp;amp;opt_report_year=2011	33	331	3314	47.89920000	-65.83390000
0000005008	Av Cell Inc.	AV Cell Inc.	New Brunswick	Atholville	0 - 175 Mill Road	E3N4S7	0	Chemical Pulp Mills	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112	3.54	1.55	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005008&amp;amp;amp;opt_report_year=2011	32	322	3221	47.99240000	-66.72340000
0000005063	Moncton	Stericycle, Ulc	New Brunswick	Moncton	20 Galloway Street	E1H2J4	0	Waste Treatment & Disposal	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210	0.33	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000005063&amp;amp;amp;opt_report_year=2011	56	562	5622	46.13670000	-64.75110000
0000004316	North Atlantic Refinery	North Atlantic Refining LP	Newfoundland and Labrador	Come By Chance	1 Refinery Road	A0B1N0	0	Petroleum Refineries	http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110	5.97	-99.00	http://www.ec.gc.ca/inrp-npri/donnees-data/index.cfm?do=facility_substance_summary&amp;amp;amp;lang=En&amp;amp;amp;opt_npri_id=0000004316&amp;amp;amp;opt_report_year=2011	32	324	3241	47.79800000	-53.99380000
